Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-11-18,589,Popcorn,Snacks,515,37.6,41.0,44.2,9.7,21.7,100,124,Dinner,128
2024-01-28,887,Popcorn,Snacks,406,40.0,17.9,10.4,2.7,7.5,241,80,Breakfast,966
2024-08-15,609,Nuts,Snacks,344,24.3,26.3,4.7,3.0,17.1,966,274,Breakfast,206
2024-12-26,707,Yogurt,Dairy,98,4.6,32.7,34.9,5.7,38.0,898,127,Breakfast,943
2024-03-01,356,Pork Chop,Meat,141,40.7,81.6,44.6,5.3,40.5,6,158,Breakfast,877
2024-12-09,929,Green Tea,Beverages,138,29.8,6.3,7.6,1.1,23.4,545,63,Dinner,471
2024-04-24,912,Eggs,Meat,256,16.3,75.0,37.9,9.1,6.1,262,159,Lunch,512
2024-02-22,807,Milkshake,Beverages,267,30.4,70.3,25.9,8.1,46.2,172,3,Snack,323
2024-05-25,849,Chocolate,Snacks,488,21.7,82.1,15.0,0.8,30.6,107,287,Breakfast,144
2024-04-10,443,Tomato,Vegetables,364,28.6,39.7,25.3,9.2,25.9,523,59,Dinner,201
2024-01-22,547,Milkshake,Beverages,521,34.8,36.9,43.0,2.8,26.3,565,64,Lunch,362
2024-02-29,141,Potato,Vegetables,437,10.4,71.6,19.1,1.7,16.2,992,130,Lunch,436
2024-09-20,218,Carrot,Vegetables,588,46.6,14.1,14.9,3.2,36.2,992,236,Breakfast,148
2024-12-08,279,Milkshake,Beverages,470,13.1,93.5,29.9,4.8,33.9,699,116,Lunch,524
2024-05-19,852,Strawberry,Fruits,343,1.6,47.7,24.5,1.1,0.5,41,39,Breakfast,558
2024-10-14,708,Spinach,Vegetables,311,7.7,58.2,39.0,3.6,26.7,534,270,Lunch,320
2024-04-09,382,Chocolate,Snacks,413,39.6,56.8,29.1,7.5,48.3,933,71,Breakfast,122
2024-07-14,726,Milkshake,Beverages,336,15.2,11.1,1.1,1.8,3.4,856,204,Breakfast,765
2024-06-06,148,Orange,Fruits,141,19.8,8.2,46.5,9.0,18.3,803,175,Lunch,101
2024-04-21,409,Quinoa,Grains,268,35.6,30.5,17.7,8.1,34.4,851,53,Lunch,201
2024-02-17,25,Rice,Grains,287,44.7,76.7,28.5,7.3,30.0,586,177,Snack,782
2024-10-29,572,Apple,Fruits,473,13.4,16.8,28.8,1.6,37.3,187,14,Lunch,743
2024-03-03,313,Green Tea,Beverages,359,36.7,37.8,32.2,6.7,45.7,638,87,Snack,708
2024-06-17,271,Tomato,Vegetables,405,4.1,9.4,41.6,7.7,12.5,562,9,Snack,211
2024-04-12,310,Milkshake,Beverages,353,33.2,64.3,44.3,2.7,18.2,739,86,Dinner,425
2024-02-03,886,Pork Chop,Meat,531,46.9,73.7,21.9,8.0,22.5,432,3,Dinner,860
2024-09-12,661,Tomato,Vegetables,169,29.7,41.7,35.5,4.0,23.2,501,163,Lunch,728
2024-07-28,553,Coffee,Beverages,328,32.3,75.8,3.3,8.0,17.2,956,232,Breakfast,874
2024-11-27,504,Chocolate,Snacks,192,29.7,11.9,3.5,6.7,41.2,739,51,Breakfast,303
2024-04-13,776,Green Tea,Beverages,80,28.8,79.4,31.2,9.4,37.5,494,269,Snack,935
2024-01-28,452,Chicken Breast,Meat,180,35.6,35.4,46.9,1.7,18.3,805,65,Breakfast,560
2024-06-13,331,Nuts,Snacks,206,17.2,28.1,48.7,0.7,2.3,612,261,Lunch,794
2024-09-10,209,Strawberry,Fruits,563,16.3,91.7,26.9,3.7,49.9,882,1,Breakfast,987
2024-04-29,248,Nuts,Snacks,363,16.2,12.3,5.6,9.6,22.7,197,209,Snack,480
2024-08-12,785,Milk,Dairy,299,17.1,44.3,31.7,3.0,9.0,284,278,Dinner,978
2024-09-18,452,Cheese,Dairy,300,45.3,39.1,10.8,5.4,7.2,356,181,Lunch,753
2024-03-27,604,Banana,Fruits,423,18.7,82.2,32.3,3.3,29.5,88,238,Snack,977
2024-11-29,80,Grapes,Fruits,546,6.8,64.7,27.3,0.9,1.9,895,81,Snack,623
2024-04-01,910,Beef Steak,Meat,520,18.3,77.9,40.6,2.5,21.5,391,198,Dinner,541
2024-09-13,494,Oats,Grains,528,21.3,7.8,6.2,2.7,13.8,8,74,Breakfast,405
2024-10-19,247,Milkshake,Beverages,570,14.1,7.1,15.8,9.4,5.9,215,158,Lunch,741
2024-04-01,699,Orange,Fruits,549,25.0,23.7,38.6,2.6,17.1,715,202,Lunch,791
2024-06-20,59,Orange Juice,Beverages,84,40.5,18.7,23.7,3.6,49.0,980,281,Breakfast,286
2024-12-08,78,Rice,Grains,475,20.0,34.8,2.4,4.6,48.4,145,18,Snack,137
2024-12-16,158,Quinoa,Grains,186,22.6,52.6,27.7,4.3,39.5,129,21,Dinner,779
2024-07-27,268,Water,Beverages,435,44.1,56.3,40.6,6.0,30.4,297,265,Snack,373
2024-11-28,626,Orange,Fruits,196,23.3,26.2,6.2,8.8,26.5,701,99,Breakfast,442
2024-12-20,625,Green Tea,Beverages,589,12.5,88.7,27.8,2.6,27.5,859,134,Dinner,488
2024-10-06,732,Milk,Dairy,166,33.4,81.9,19.9,9.0,43.6,970,261,Snack,424
2024-01-02,860,Milk,Dairy,214,12.0,18.8,25.0,10.0,0.4,769,217,Lunch,741
2024-07-07,681,Banana,Fruits,261,27.5,75.7,24.3,4.8,24.9,33,226,Snack,387
2024-03-03,650,Carrot,Vegetables,396,18.0,55.3,40.3,8.9,1.5,221,162,Breakfast,204
2024-12-27,939,Paneer,Dairy,552,23.2,35.8,16.7,0.2,14.9,510,63,Dinner,349
2024-10-01,714,Paneer,Dairy,407,45.3,13.7,25.4,3.1,11.4,653,58,Lunch,515
2024-04-07,471,Rice,Grains,178,49.0,74.3,27.9,0.9,40.8,546,292,Breakfast,211
2024-08-09,118,Water,Beverages,569,26.7,36.3,32.6,7.9,9.0,639,240,Dinner,883
2024-02-10,101,Grapes,Fruits,115,18.1,54.5,12.0,0.4,8.2,287,299,Dinner,884
2024-01-24,66,Cheese,Dairy,457,21.6,83.9,9.8,7.6,3.0,205,300,Breakfast,967
2024-08-29,209,Potato,Vegetables,512,24.8,38.9,28.9,6.6,12.7,74,216,Dinner,239
2024-06-22,326,Oats,Grains,259,37.0,8.8,4.0,9.9,24.3,866,49,Dinner,692
2024-02-14,595,Eggs,Meat,392,3.7,93.0,6.7,5.2,10.6,861,172,Breakfast,804
2024-01-12,540,Butter,Dairy,398,27.4,56.2,32.3,8.8,29.7,178,111,Breakfast,954
2024-07-11,437,Pasta,Grains,304,10.9,15.0,21.6,1.1,18.8,341,249,Breakfast,204
2024-06-18,790,Rice,Grains,479,45.6,83.8,32.4,5.3,6.5,749,36,Breakfast,707
2024-11-22,873,Apple,Fruits,62,6.6,36.2,14.2,2.0,46.6,317,288,Snack,476
2024-01-07,872,Pork Chop,Meat,431,24.6,25.2,39.1,4.4,13.9,678,137,Dinner,926
2024-05-21,429,Pasta,Grains,167,42.4,13.4,43.1,4.4,3.3,130,209,Dinner,170
2024-03-19,597,Pasta,Grains,333,39.3,71.0,25.3,8.2,11.4,968,274,Dinner,641
2024-05-10,936,Cheese,Dairy,434,46.2,97.4,19.9,7.1,27.9,649,15,Dinner,585
2024-03-27,618,Milkshake,Beverages,374,41.6,44.0,4.3,2.1,5.0,69,61,Dinner,430
2024-07-27,656,Salmon,Meat,443,22.0,47.8,23.9,9.9,40.4,807,97,Lunch,709
2024-03-19,817,Beef Steak,Meat,79,29.7,24.8,13.8,5.6,49.6,289,85,Snack,617
2024-03-17,140,Tomato,Vegetables,432,13.1,55.6,44.5,7.9,10.5,819,20,Breakfast,701
2024-05-25,426,Milkshake,Beverages,592,40.8,73.2,18.5,4.6,42.8,228,133,Snack,940
2024-10-08,548,Broccoli,Vegetables,207,35.9,94.1,27.7,0.9,22.8,937,82,Breakfast,863
2024-11-24,402,Milk,Dairy,51,31.1,53.4,24.0,4.0,45.2,729,194,Snack,165
2024-04-20,56,Broccoli,Vegetables,475,14.4,58.1,40.4,0.6,47.2,776,73,Snack,740
2024-07-11,377,Orange,Fruits,353,35.2,88.1,49.6,9.1,6.7,342,173,Breakfast,932
2024-02-17,654,Chicken Breast,Meat,101,14.4,74.2,16.0,6.9,1.2,905,236,Snack,307
2024-10-15,993,Water,Beverages,402,23.0,57.0,13.4,7.9,0.6,746,299,Dinner,170
2024-03-25,551,Nuts,Snacks,425,19.9,64.0,5.3,0.7,49.9,843,187,Snack,604
2024-03-07,699,Strawberry,Fruits,251,8.1,35.9,5.4,5.6,13.4,100,111,Breakfast,164
2024-12-22,854,Oats,Grains,501,4.2,55.0,16.5,5.4,32.6,940,238,Dinner,396
2024-01-16,18,Apple,Fruits,495,43.9,17.5,34.0,6.7,19.5,472,178,Breakfast,484
2024-04-22,930,Beef Steak,Meat,221,40.7,5.1,32.6,8.8,0.7,879,86,Snack,395
2024-11-14,316,Chicken Breast,Meat,128,39.9,45.4,31.3,3.1,6.3,34,48,Lunch,334
2024-09-18,83,Oats,Grains,110,31.9,44.1,22.5,6.7,33.2,957,33,Dinner,623
2024-04-08,269,Green Tea,Beverages,231,41.3,10.8,45.7,2.7,8.7,804,230,Lunch,295
2024-07-23,795,Nuts,Snacks,185,44.0,62.8,8.8,7.3,47.3,517,115,Snack,462
2024-06-23,709,Pasta,Grains,294,11.3,51.4,28.0,9.9,28.5,509,241,Snack,685
2024-10-05,785,Nuts,Snacks,90,43.1,85.0,30.7,9.7,28.8,209,268,Lunch,385
2024-10-30,764,Coffee,Beverages,397,33.5,26.0,37.7,8.4,21.1,838,199,Dinner,149
2024-02-09,334,Eggs,Meat,386,5.3,5.6,8.4,0.9,32.0,542,253,Lunch,238
2024-05-22,844,Rice,Grains,309,32.6,16.0,4.2,1.3,34.4,75,185,Dinner,375
2024-05-02,223,Chicken Breast,Meat,507,30.6,78.6,43.3,0.6,43.0,519,283,Snack,588
2024-12-21,22,Quinoa,Grains,190,44.5,41.1,20.3,6.9,33.0,157,78,Dinner,180
2024-07-16,469,Butter,Dairy,253,22.1,47.4,35.6,0.1,5.4,327,190,Snack,760
2024-08-24,241,Apple,Fruits,86,18.8,73.0,42.5,3.8,1.8,344,4,Snack,540
2024-10-08,913,Chocolate,Snacks,380,24.2,16.7,8.0,6.2,47.8,613,212,Dinner,534
2024-06-11,19,Cheese,Dairy,101,17.8,22.5,2.8,1.4,34.1,572,186,Lunch,431
2024-05-18,166,Cookies,Snacks,583,47.3,27.3,8.5,3.0,45.9,79,25,Breakfast,930
2024-06-13,398,Popcorn,Snacks,570,49.9,71.1,5.3,4.3,43.3,517,201,Lunch,171
2024-08-18,5,Chips,Snacks,509,8.7,89.4,46.1,3.1,45.6,542,202,Snack,422
2024-04-04,128,Pork Chop,Meat,328,19.6,97.2,39.0,7.8,30.3,347,263,Lunch,606
2024-09-01,288,Pasta,Grains,72,34.5,92.9,27.7,10.0,49.2,783,153,Snack,369
2024-11-25,298,Chips,Snacks,374,1.8,19.8,21.2,9.7,9.1,501,187,Snack,388
2024-04-27,472,Milk,Dairy,478,47.8,78.7,12.8,0.5,28.5,636,262,Dinner,451
2024-09-27,319,Chocolate,Snacks,477,46.6,32.6,47.6,0.5,22.3,70,219,Dinner,328
2024-02-14,704,Eggs,Meat,473,11.9,59.4,11.9,1.7,39.5,146,148,Dinner,435
2024-10-22,211,Apple,Fruits,497,30.9,76.4,24.9,5.7,8.6,249,32,Dinner,183
2024-11-18,320,Milk,Dairy,80,7.0,48.9,28.0,8.6,3.6,818,71,Dinner,511
2024-04-05,380,Apple,Fruits,515,24.8,30.7,44.1,9.5,12.8,358,169,Dinner,580
2024-07-01,736,Cookies,Snacks,80,18.0,70.5,36.9,5.6,1.9,158,283,Breakfast,508
2024-10-22,275,Spinach,Vegetables,55,25.0,84.2,42.2,2.7,42.6,145,92,Lunch,179
2024-05-20,601,Strawberry,Fruits,383,4.2,26.8,49.2,0.2,25.9,687,22,Snack,812
2024-04-13,558,Green Tea,Beverages,184,22.1,42.3,3.8,3.9,5.5,49,58,Dinner,365
2024-08-09,111,Beef Steak,Meat,464,22.7,63.5,23.7,6.2,37.3,327,53,Breakfast,329
2024-02-14,974,Milk,Dairy,306,30.0,84.7,25.3,4.6,49.7,905,63,Breakfast,265
2024-10-20,892,Carrot,Vegetables,481,43.6,66.3,4.9,3.9,1.7,487,197,Dinner,243
2024-05-14,266,Grapes,Fruits,436,46.7,95.1,14.0,10.0,39.9,426,233,Dinner,731
2024-07-20,895,Broccoli,Vegetables,194,17.2,84.9,22.0,8.5,5.0,490,220,Dinner,323
2024-09-21,297,Yogurt,Dairy,111,4.2,38.7,20.0,7.5,6.9,743,134,Lunch,659
2024-10-14,297,Pasta,Grains,252,29.9,33.2,16.1,0.7,33.6,603,21,Breakfast,851
2024-09-25,184,Beef Steak,Meat,285,5.8,60.7,32.2,2.9,1.9,924,51,Dinner,677
2024-04-18,204,Bread,Grains,520,46.7,54.6,44.2,7.6,45.0,609,63,Lunch,757
2024-09-17,200,Apple,Fruits,456,29.4,13.6,9.3,6.4,4.4,408,198,Breakfast,309
2024-05-26,114,Green Tea,Beverages,107,38.3,78.7,47.4,7.5,39.3,315,229,Breakfast,766
2024-11-29,96,Bread,Grains,584,31.8,21.0,34.6,1.3,0.0,911,72,Dinner,886
2024-06-14,46,Green Tea,Beverages,118,7.9,62.0,22.9,4.9,30.2,63,215,Dinner,519
2024-04-20,316,Pork Chop,Meat,520,20.3,19.3,42.6,2.9,18.8,303,75,Lunch,812
2024-08-17,949,Tomato,Vegetables,564,44.9,98.5,4.2,1.9,23.5,38,218,Lunch,758
2024-11-26,949,Chips,Snacks,106,8.1,61.7,34.2,3.1,11.8,815,76,Breakfast,883
2024-12-26,394,Beef Steak,Meat,95,5.7,54.7,15.3,0.1,38.3,548,17,Snack,500
2024-05-28,376,Potato,Vegetables,410,14.5,28.7,34.0,2.8,43.8,44,165,Snack,716
2024-08-21,79,Milkshake,Beverages,93,11.6,18.4,28.0,4.7,16.3,974,173,Lunch,307
2024-11-03,145,Orange,Fruits,534,17.0,89.5,23.8,9.4,15.2,628,189,Snack,686
2024-05-03,727,Tomato,Vegetables,569,27.0,19.1,14.6,1.8,12.6,72,140,Snack,550
2024-08-03,217,Salmon,Meat,338,14.2,46.8,29.0,6.6,9.2,284,262,Snack,316
2024-11-14,343,Water,Beverages,285,38.0,25.8,6.9,0.5,45.2,555,8,Dinner,372
2024-04-11,91,Milkshake,Beverages,64,3.4,75.9,26.7,5.0,31.1,414,129,Lunch,397
2024-05-24,173,Milk,Dairy,363,11.8,10.4,7.8,6.4,29.0,4,12,Snack,771
2024-04-07,491,Coffee,Beverages,227,24.0,82.0,6.6,2.7,43.7,934,182,Lunch,232
2024-04-21,665,Quinoa,Grains,236,17.0,26.4,14.3,5.1,19.6,908,242,Lunch,905
2024-09-26,401,Butter,Dairy,169,45.8,33.5,8.8,9.7,44.4,959,41,Snack,781
2024-02-18,845,Chocolate,Snacks,214,12.7,58.5,35.7,6.4,19.5,404,30,Snack,686
2024-02-08,381,Milkshake,Beverages,518,9.2,90.4,11.8,2.7,40.9,596,45,Lunch,587
2024-11-13,749,Bread,Grains,353,49.1,56.4,45.3,3.4,43.9,326,0,Snack,585
2024-09-14,973,Butter,Dairy,134,1.6,17.2,12.6,2.6,13.5,100,109,Breakfast,640
2024-08-08,941,Quinoa,Grains,151,12.4,85.9,21.2,4.8,3.4,498,118,Breakfast,744
2024-03-26,8,Water,Beverages,521,44.6,31.1,26.4,4.1,12.9,290,53,Breakfast,900
2024-06-07,956,Paneer,Dairy,270,16.8,64.3,34.3,0.7,21.4,619,171,Snack,663
2024-05-30,832,Milkshake,Beverages,125,17.0,76.3,30.6,4.1,42.8,564,89,Dinner,866
2024-08-31,67,Paneer,Dairy,279,49.1,27.3,42.7,8.2,24.2,356,157,Dinner,106
2024-02-03,402,Bread,Grains,128,22.0,41.6,24.5,9.5,40.3,251,177,Dinner,487
2024-05-12,363,Chicken Breast,Meat,311,15.8,26.3,16.1,5.8,15.4,183,69,Lunch,604
2024-01-17,683,Pasta,Grains,156,35.6,92.1,16.4,3.5,32.9,552,282,Dinner,120
2024-11-13,759,Bread,Grains,315,39.7,12.5,20.2,4.5,19.5,104,252,Snack,502
2024-08-26,45,Milk,Dairy,257,38.6,30.7,7.9,9.3,30.5,186,68,Breakfast,194
2024-08-15,936,Water,Beverages,297,5.2,76.2,40.2,3.5,32.8,499,54,Breakfast,649
2024-04-06,959,Yogurt,Dairy,442,16.4,8.4,20.0,2.7,18.2,519,188,Breakfast,545
2024-07-12,650,Milkshake,Beverages,476,20.2,91.5,19.3,4.5,24.2,162,24,Breakfast,356
2024-02-09,455,Orange,Fruits,560,18.4,75.7,4.5,8.5,47.3,702,230,Snack,916
2024-12-17,88,Water,Beverages,399,13.7,97.5,23.9,3.7,32.7,677,300,Dinner,867
2024-08-01,227,Tomato,Vegetables,392,29.5,97.4,48.0,5.0,24.8,909,10,Lunch,741
2024-08-04,270,Broccoli,Vegetables,76,33.3,42.1,32.4,1.4,13.1,971,167,Snack,385
2024-04-07,734,Yogurt,Dairy,461,14.0,79.3,34.8,3.0,43.6,614,39,Snack,140
2024-11-08,530,Banana,Fruits,297,34.1,19.6,24.7,2.4,16.1,19,53,Dinner,699
2024-04-05,962,Chicken Breast,Meat,195,2.7,28.8,8.2,6.4,7.2,24,227,Dinner,613
2024-02-17,430,Spinach,Vegetables,292,32.7,99.4,9.3,9.4,18.7,409,210,Snack,304
2024-04-28,301,Coffee,Beverages,344,7.0,44.8,23.6,9.7,49.0,80,183,Snack,972
2024-10-05,922,Salmon,Meat,417,41.9,35.1,15.0,7.7,25.5,788,48,Breakfast,133
2024-04-13,871,Orange Juice,Beverages,158,2.2,29.2,7.2,8.4,19.1,452,175,Lunch,221
2024-06-20,30,Apple,Fruits,170,46.1,21.9,14.9,5.2,15.2,398,109,Lunch,364
2024-02-29,33,Salmon,Meat,62,16.1,62.7,4.8,2.4,20.0,499,156,Snack,781
2024-12-15,98,Beef Steak,Meat,445,9.5,61.3,4.6,8.5,14.1,34,18,Snack,338
2024-03-28,924,Spinach,Vegetables,186,35.2,55.9,44.4,2.1,40.1,14,107,Dinner,333
2024-12-30,803,Eggs,Meat,279,43.1,9.6,26.1,4.1,24.5,145,185,Dinner,154
2024-10-01,189,Cookies,Snacks,295,41.4,96.1,40.5,9.1,10.0,190,40,Snack,105
2024-07-10,322,Grapes,Fruits,454,2.2,58.1,37.4,7.9,17.7,473,25,Lunch,314
2024-04-19,532,Chicken Breast,Meat,57,24.6,23.8,42.6,8.9,32.4,634,48,Snack,871
2024-06-26,660,Milk,Dairy,269,46.9,78.5,27.7,2.4,5.3,699,202,Breakfast,261
2024-11-27,569,Milkshake,Beverages,583,11.1,56.9,24.7,5.3,32.7,199,83,Breakfast,644
2024-08-05,309,Chicken Breast,Meat,54,45.8,81.1,1.4,7.3,6.5,116,223,Snack,564
2024-05-27,755,Potato,Vegetables,274,49.4,63.0,6.9,5.6,30.4,119,196,Snack,811
2024-09-18,449,Salmon,Meat,577,21.2,21.4,34.3,10.0,6.6,622,116,Breakfast,232
2024-06-08,715,Orange Juice,Beverages,423,36.6,10.4,1.7,2.0,14.0,582,153,Snack,609
2024-11-05,675,Chips,Snacks,80,21.4,95.9,6.7,5.3,10.3,523,111,Breakfast,182
2024-01-12,252,Eggs,Meat,79,8.0,86.9,25.0,5.3,20.1,792,212,Lunch,283
2024-04-24,736,Paneer,Dairy,70,13.2,30.5,48.0,7.5,46.6,845,257,Lunch,952
2024-06-18,424,Apple,Fruits,197,5.2,95.7,11.8,2.4,16.7,159,228,Breakfast,303
2024-01-31,700,Beef Steak,Meat,247,29.7,45.8,34.2,5.0,27.4,482,143,Breakfast,885
2024-10-05,148,Orange,Fruits,163,22.5,57.6,46.7,0.7,13.3,152,257,Lunch,953
2024-01-25,78,Potato,Vegetables,525,28.7,37.9,20.6,3.3,32.3,471,59,Lunch,537
2024-07-08,80,Strawberry,Fruits,367,41.3,61.6,34.2,2.9,1.1,974,289,Breakfast,802
2024-05-24,279,Orange Juice,Beverages,589,46.5,84.5,23.6,4.4,47.1,435,111,Dinner,765
2024-08-11,670,Milk,Dairy,446,18.8,42.0,11.3,1.8,17.4,194,181,Breakfast,563
2024-02-10,24,Coffee,Beverages,433,14.4,49.1,18.0,3.6,37.0,620,192,Breakfast,844
2024-06-11,213,Salmon,Meat,377,36.7,28.8,4.4,6.7,7.4,892,58,Snack,901
2024-12-15,324,Water,Beverages,109,33.9,34.5,13.5,1.0,40.4,648,111,Dinner,853
2024-11-27,901,Pork Chop,Meat,565,46.8,69.3,18.8,5.0,36.5,287,245,Dinner,999
2024-06-11,604,Rice,Grains,94,18.0,92.2,1.6,1.7,8.4,82,56,Snack,328
2024-07-30,170,Butter,Dairy,510,7.2,59.8,41.9,2.2,38.6,207,204,Breakfast,152
2024-01-09,347,Spinach,Vegetables,363,28.0,97.5,9.0,2.2,30.0,379,70,Breakfast,771
2024-03-25,473,Quinoa,Grains,174,20.2,84.7,24.7,9.6,35.2,876,39,Snack,221
2024-06-11,204,Salmon,Meat,425,23.2,49.5,37.3,8.3,13.4,379,100,Dinner,373
2024-03-19,532,Green Tea,Beverages,251,20.1,25.8,30.7,3.9,40.9,334,185,Snack,998
2024-11-13,767,Milk,Dairy,279,37.2,48.0,49.0,4.7,19.5,13,150,Lunch,781
2024-11-17,366,Beef Steak,Meat,488,11.7,9.4,13.5,2.7,45.4,763,156,Breakfast,816
2024-05-20,845,Carrot,Vegetables,138,36.7,88.0,38.9,0.6,41.8,752,130,Dinner,186
2024-07-23,39,Paneer,Dairy,315,41.0,27.7,16.0,2.2,28.0,689,147,Breakfast,594
2024-10-25,64,Green Tea,Beverages,115,25.5,10.2,6.8,7.6,39.2,451,94,Lunch,993
2024-11-22,289,Popcorn,Snacks,342,42.0,56.1,42.8,7.3,37.3,250,76,Dinner,646
2024-05-09,477,Milkshake,Beverages,373,19.3,41.1,4.2,0.5,28.0,861,70,Breakfast,897
2024-06-23,573,Milkshake,Beverages,322,10.4,20.0,25.0,5.8,23.4,668,17,Dinner,669
2024-11-14,586,Water,Beverages,357,5.1,92.7,43.0,2.2,17.1,641,112,Breakfast,314
2024-03-04,662,Chips,Snacks,389,1.4,10.6,25.4,3.8,16.2,944,118,Breakfast,798
2024-05-25,976,Water,Beverages,488,28.0,65.3,13.6,9.1,31.1,373,83,Lunch,824
2024-05-21,224,Strawberry,Fruits,124,16.7,79.1,29.5,4.5,17.1,964,296,Dinner,943
2024-06-08,218,Orange,Fruits,531,48.0,57.2,7.5,1.9,2.9,646,207,Lunch,314
2024-01-06,729,Bread,Grains,93,7.2,77.6,46.6,2.8,10.9,809,193,Snack,995
2024-12-13,269,Butter,Dairy,597,32.0,97.4,4.7,5.9,26.5,634,210,Breakfast,657
2024-02-21,594,Oats,Grains,363,32.3,7.1,29.2,7.5,30.2,957,299,Breakfast,814
2024-02-04,954,Beef Steak,Meat,64,43.3,24.1,9.3,4.1,13.4,64,90,Snack,971
2024-09-20,545,Chocolate,Snacks,593,36.6,27.5,25.0,4.5,32.1,106,139,Breakfast,873
2024-01-28,272,Beef Steak,Meat,528,22.7,12.3,28.8,5.3,30.8,691,238,Snack,897
2024-01-30,605,Green Tea,Beverages,208,37.1,36.4,8.2,5.3,47.8,982,278,Breakfast,160
2024-08-20,997,Oats,Grains,474,29.5,43.1,22.1,7.9,45.4,213,41,Lunch,287
2024-07-29,174,Bread,Grains,531,29.7,81.5,31.0,1.8,0.5,496,288,Lunch,878
2024-01-20,274,Tomato,Vegetables,449,41.4,25.8,31.6,6.7,12.7,905,222,Breakfast,802
2024-09-01,663,Pork Chop,Meat,106,24.0,67.5,21.7,9.1,4.1,560,280,Dinner,210
2024-01-10,509,Salmon,Meat,406,4.7,24.9,31.6,7.8,1.4,915,26,Dinner,287
2024-12-03,708,Coffee,Beverages,375,40.6,96.6,3.5,1.4,22.4,341,149,Snack,377
2024-01-18,652,Bread,Grains,143,15.5,51.3,12.9,7.1,33.1,862,289,Breakfast,263
2024-05-02,593,Yogurt,Dairy,134,14.8,21.0,14.2,4.4,30.2,241,281,Breakfast,615
2024-06-16,220,Coffee,Beverages,90,39.2,57.2,8.4,1.5,47.3,776,258,Lunch,659
2024-11-07,675,Paneer,Dairy,312,14.8,98.2,1.1,0.0,27.3,546,283,Lunch,513
2024-11-16,297,Potato,Vegetables,400,45.9,38.6,37.5,3.2,22.7,337,22,Lunch,309
2024-08-14,415,Oats,Grains,424,28.5,20.1,4.1,8.8,0.4,155,280,Lunch,987
2024-01-29,604,Apple,Fruits,592,48.6,45.4,32.9,3.9,19.0,140,80,Dinner,849
2024-05-12,637,Orange,Fruits,363,29.3,78.7,46.5,5.2,3.6,3,43,Lunch,486
2024-02-07,31,Cheese,Dairy,380,16.3,29.1,21.2,3.7,46.6,49,85,Lunch,962
2024-11-05,333,Apple,Fruits,169,32.6,60.6,40.7,7.9,4.4,772,274,Dinner,837
2024-07-19,42,Quinoa,Grains,408,11.5,31.7,13.5,2.7,19.4,259,222,Dinner,983
2024-01-11,487,Nuts,Snacks,243,29.9,41.8,23.3,3.9,32.2,444,172,Dinner,999
2024-06-01,968,Quinoa,Grains,237,7.0,25.4,11.1,8.6,29.8,494,131,Dinner,357
2024-04-13,550,Rice,Grains,578,33.9,10.8,26.7,2.7,49.4,742,174,Breakfast,549
2024-09-25,600,Pork Chop,Meat,554,31.4,63.9,38.1,1.0,42.2,185,82,Lunch,190
2024-09-01,242,Quinoa,Grains,427,25.9,83.0,6.1,0.4,36.3,693,200,Breakfast,901
2024-04-14,836,Oats,Grains,128,32.9,93.7,30.9,1.9,0.3,549,246,Lunch,880
2024-09-10,748,Chicken Breast,Meat,557,8.4,8.2,45.9,0.3,4.4,162,22,Dinner,340
2024-09-26,850,Broccoli,Vegetables,368,35.8,48.3,23.6,4.5,45.7,623,28,Snack,835
2024-07-22,319,Coffee,Beverages,280,44.7,80.1,11.0,9.5,5.4,640,148,Lunch,675
2024-01-03,284,Broccoli,Vegetables,473,38.4,25.4,24.3,5.8,47.8,177,123,Dinner,361
2024-01-22,16,Coffee,Beverages,286,8.5,71.9,21.8,6.8,5.6,756,288,Lunch,264
2024-01-24,887,Salmon,Meat,87,20.9,20.0,45.3,3.9,44.6,365,157,Lunch,878
2024-02-27,71,Paneer,Dairy,582,3.1,12.1,49.1,3.7,1.2,557,24,Snack,608
2024-11-20,338,Water,Beverages,370,30.7,21.6,37.2,5.6,20.7,423,97,Snack,175
2024-04-21,67,Grapes,Fruits,269,44.4,67.9,7.6,2.7,5.6,892,285,Dinner,113
2024-05-07,476,Quinoa,Grains,230,26.1,75.1,45.5,5.6,1.0,504,250,Dinner,980
2024-08-24,531,Strawberry,Fruits,226,34.4,71.9,31.0,2.7,12.0,169,279,Lunch,476
2024-10-19,615,Orange Juice,Beverages,437,1.3,32.2,38.4,0.8,14.7,661,142,Breakfast,951
2024-10-08,278,Cookies,Snacks,207,42.7,9.0,31.8,8.4,46.5,803,106,Breakfast,985
2024-12-27,786,Pasta,Grains,380,18.0,13.2,12.1,7.6,31.9,987,24,Snack,461
2024-12-31,700,Potato,Vegetables,185,3.2,60.3,18.4,0.3,21.2,152,68,Dinner,787
2024-06-16,119,Spinach,Vegetables,301,44.0,93.6,17.9,2.2,45.8,655,52,Breakfast,723
2024-03-07,638,Tomato,Vegetables,543,47.7,8.5,2.9,8.1,5.9,414,269,Breakfast,353
2024-03-14,869,Carrot,Vegetables,223,33.5,81.4,25.1,0.8,22.5,761,177,Breakfast,959
